StartDate,EndDate,ResponseId,Region,Coast,Gender,Age,Cause_CC,Cause_CC_binary,Q6_1_reverse,Q6_2,Q6_3,Q6_4_reverse,Q6_5,Climate,Q7.1,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q7.8,Q7.9,Q7_10,NET_intervention,NET_nature,Knowledge_sc,Knowledge_sc_number,Support_sc,Support_sc_word,Support_sc_binary,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Part1,Part2,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12.10,Risk1,Risk2,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13.10,Benefit,Support_sc2,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5_6,Q16_7,Q16_8,Q16_9,Q16.10,Q16_11_12,Trust1,Trust2,Trust3,Cluster_trust,Q17_1,Q17_2_reverse,Q17_3,Q17_4,Q17_5_6,Gov,Myth_benign,Myth_tolerant,Myth_ephemeral,Myth_capricious,Q19_1_reverse,Q19_2_reverse,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8_reverse,Q19_9,Q19.10,Nature_new,Nature_new_1,Nature,Nature_dualism,Nature1,Nature2_reverse,Nature2,Q20_1_reverse,Q20_1,Q20_2_reverse,Q20_2,Q20_3,Q20_4,Q20_5_reverse,Q20_5,Q20_6_7_reverse,Q20_6_7,Tech_new,Tech_new_1,Tech,Political,Political_word,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7_reverse,Q23_8_reverse,Q23_9_reverse,Q23_10_reverse,Q23_11_reverse,Q23_12_reverse,Com_ind,Egal_hier,Education,Education_number,Survey
2/5/21 18:46,2/5/21 19:05,R_1DG6LNY9NZ8cuwG,Washington state (USA),Yes,Male,24,Caused equally by natural changes in the environment and human activities,Other,1,5,5,1,4,3.2,2,5,4,2,3,4,5,3,2,5,3.142857143,4.333333333,"Yes, and I know what it is",3,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,5,4,5,1,3,5,4.666666667,3,5,5,5,1,5,5,4,4,NA,5,4.333333333,4.333333333,5,5,5,NA,5,4,5,5,5,5,4.888888889,5,5,4,4,4,4,4,5,5,4,4,4.5,4.333333333,4.333333333,Trustful,5,2,4,5,5,4,5,5,5,5,1,1,5,5,2,3,4,1,4,5,3.625,3.625,2.888888889,3,3.833333333,1,5,1,5,1,5,5,4,1,5,1,5,3.666666667,5,2.4,5,5_Very conservative,4,5,5,5,5,5,1,1,1,1,1,1,2.833333333,3,Doctoral degree,NA,Public
2/5/21 16:29,2/5/21 17:02,R_29b3OX01tNfIy1M,Washington state (USA),Yes,Male,37,Caused mostly by human activities,Human,5,5,5,4,5,4.8,4,4,4,4,5,4,5,5,4,4,4.142857143,4.666666667,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,1,1,1,1,1,1,1,3,3,3,3,3,4,5,3,3,2,3.166666667,3.25,5,5,5,5,5,5,5,5,3,5,4.8,4,2,2,2,1,1,2,2,2,1,2,1.5,1.666666667,2,Not trustful,1,1,4,1,1,1.75,4,4,2,4,5,4,5,5,5,5,5,3,3,5,4.5,4.5,4.444444444,4.285714286,4.666666667,4,2,2,4,4,2,4,NA,3,3,4,2,3,2.333333333,3.75,1,1_Very liberal,4,4,4,1,2,NA,3,3,3,2,1,1,3.5,1.4,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/5/21 14:51,2/5/21 15:33,R_usvLCffy8AJCmgp,Washington state (USA),Yes,Male,63,Caused equally by natural changes in the environment and human activities,Other,5,2,2,5,5,3.8,5,3,3,3,5,3,5,5,5,5,3.857142857,5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,2,2,1,2,4,4,1.666666667,3.333333333,3,5,5,5,5,4,1,1,3,3,4.5,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,3,3,1,1,3,1,2.333333333,1.333333333,Not trustful,1,2,3,1,3,1.75,1,3,5,5,3,4,3,2,2,5,5,5,4,5,3.875,3.875,3.666666667,3.714285714,3.5,4,2,4,2,5,1,4,4,5,1,4,2,2,1.333333333,4.4,4,4_Convervative,5,5,5,3,1,2,5,1,5,2,4,4,4.333333333,2.666666667,High school diploma or equivalent including GED,2,Public
2/5/21 14:33,2/5/21 15:13,R_1FmoStHPPkYiEqh,Washington state (USA),Yes,Male,40,Caused mostly by human activities,Human,5,3,1,4,4,3.4,4,1,4,1,4,2,5,5,3,5,2.714285714,5,No,1,1,1_Strongly oppose,0,We need further research before being able to implement a Solid Carbon project.,2,1,1,5,5,3,1.333333333,4.333333333,5,5,5,4,4,5,2,5,4,3,4.666666667,3.5,4,3,1,5,5,5,2,3,1,4,3.3,1,1,1,1,1,2,5,5,1,5,5,1,5,1,Trust coallition,1,1,1,1,1,1,1,5,5,2,1,5,4,5,4,5,5,5,5,5,4.75,4.75,4.333333333,4.285714286,4.666666667,3.666666667,2.333333333,2,4,5,1,5,5,5,1,5,1,2.333333333,1,5,3,3_Neutral,1,1,3,1,1,2,2,1,1,1,1,1,1.5,1.166666667,Some college but no degree,3,Public
2/5/21 14:37,2/5/21 14:48,R_6Xqq7yBvCKCL5lv,Washington state (USA),Yes,Male,64,Caused mostly by natural changes in the environment,Other,4,2,2,1,3,2.4,4,4,4,2,3,2,5,2,3,5,3.142857143,4,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,2,2,2,1,2,2,3,4,2,3,3,5,1,4,1,2.833333333,2.75,1,1,1,1,1,1,1,1,1,2,1.1,3,3,2,2,1,3,1,3,2,3,3,1.5,2.333333333,2.333333333,Not trustful,1,1,1,1,1,1,4,4,4,4,5,4,3,4,3,4,3,4,1,4,3.25,3.25,3.444444444,3.428571429,3,4.333333333,1.666666667,2,4,4,2,4,3,5,1,4,2,2.333333333,1.666666667,4,3,3_Neutral,5,5,5,4,3,5,5,5,5,4,3,5,5,4,Bachelor's degree,5,Public
2/5/21 13:56,2/5/21 14:24,R_YbPaoP5HkbPxFDj,Washington state (USA),No,Female,66,Caused mostly by natural changes in the environment,Other,3,1,1,1,2,1.6,NA,NA,NA,2,4,NA,4,4,NA,4,3,4,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,1,2,2,1,1.666666667,NA,NA,NA,NA,NA,3,2,NA,NA,NA,3,2,3,3,NA,4,5,4,3,5,5,3,3.888888889,3,3,3,3,1,1,1,1,3,1,1,2,1,3,Not trustful,1,1,4,1,5,1.75,NA,4,3,4,5,3,3,1,1,4,3,3,2,3,2.5,2.5,2.777777778,2.857142857,2.333333333,3.666666667,2.333333333,3,3,5,1,4,3,5,1,5,1,2.333333333,1,4.4,4,4_Convervative,5,3,5,4,5,1,5,3,5,5,5,5,4.333333333,4.166666667,Some college but no degree,3,Public
2/5/21 12:51,2/5/21 13:07,R_rkCP0wXSNSrhVVn,Washington state (USA),Yes,Female,59,Caused mostly by human activities,Human,5,5,5,5,5,5,5,5,5,1,4,4,5,5,4,5,4,5,No,1,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,2,2,1,3,3,1,1.666666667,2.333333333,4,5,5,5,5,4,4,5,4,5,4.666666667,4.5,4,4,4,5,5,5,5,5,5,5,4.7,2,2,3,3,4,4,5,5,4,4,4,4,4.666666667,2.666666667,Trustful,5,3,1,3,4,3,2,4,4,3,5,5,5,5,4,5,4,4,4,3,4.25,4.25,4.555555556,4.571428571,4.5,4.666666667,1.333333333,1,5,3,3,3,4,3,3,2,4,2.666666667,3.333333333,3,1,1_Very liberal,2,1,3,1,1,3,3,1,2,1,1,1,2,1.333333333,Bachelor's degree,5,Public
2/5/21 12:51,2/5/21 13:03,R_OHDuBauaYm3L8Xf,Washington state (USA),Yes,Female,30,Caused mostly by human activities,Human,4,4,2,4,4,3.6,4,3,3,1,4,1,5,4,2,5,2.571428571,4.666666667,"Yes, but I don't really know what it is",2,2,2_Oppose,0,We need further research before being able to implement a Solid Carbon project.,2,2,1,3,4,4,1.666666667,3.666666667,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,1,1,1,2,1,1,1.2,1,3,3,3,2,2,4,3,2,3,4,2,3.333333333,3,Trust coallition,2,2,2,2,1,2,5,4,5,5,4,5,4,3,4,4,4,5,1,5,3.75,3.75,3.777777778,3.714285714,3.333333333,4.666666667,1.333333333,3,3,5,1,3,1,5,1,3,3,1.666666667,1.666666667,3.4,3,3_Neutral,4,4,4,2,1,4,5,2,3,2,2,2,3.666666667,2.166666667,Bachelor's degree,5,Public
2/5/21 12:48,2/5/21 13:02,R_2qrxMzPQ0ueSnBP,Province of British Columbia (Canada),No,Male,22,Caused mostly by human activities,Human,5,4,4,4,4,4.2,4,3,4,2,4,4,4,4,2,4,3.285714286,4,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,2,1,1,1,1.333333333,3,2,3,4,4,4,2,3,2,2,3.333333333,2.25,4,4,2,4,4,3,4,4,4,4,3.7,4,2,3,4,3,2,5,5,3,4,4,3,4.666666667,3,Trust coallition,4,3,4,4,2,3.75,4,4,4,4,2,3,3,2,2,4,4,4,3,4,3.25,3.25,3,3,3,3,3,4,2,4,2,4,4,4,2,3,3,2.333333333,2.333333333,3.8,2,2_Liberal,3,2,2,2,2,3,2,2,3,3,2,2,2.333333333,2.333333333,High school diploma or equivalent including GED,2,Public
2/5/21 12:28,2/5/21 12:40,R_2wNsjKCAUdwN7Xq,Washington state (USA),Yes,Female,32,Caused mostly by human activities,Human,5,4,5,4,4,4.4,4,4,4,4,1,5,5,5,3,5,3.571428571,5,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,2,2,3,2,2,1.666666667,2.333333333,4,5,5,5,5,5,4,5,4,4,4.833333333,4.25,2,2,1,2,3,2,3,2,3,1,2.1,3,4,3,4,4,4,4,5,4,4,4,4,4.333333333,3.666666667,Trustful,4,4,4,4,4,4,2,4,4,3,2,4,4,4,4,5,4,4,2,4,3.875,3.875,3.666666667,3.428571429,3.833333333,3.333333333,2.666666667,2,4,2,4,4,5,4,2,3,3,3,3,3.6,2,2_Liberal,4,2,2,4,2,4,4,2,4,3,3,2,3,3,Master's degree,6,Public
2/5/21 11:42,2/5/21 12:05,R_2YLHGG7DGgG8x2h,Washington state (USA),No,Female,67,Caused mostly by human activities,Human,5,NA,5,5,NA,5,5,4,4,4,5,5,5,5,2,4,4.142857143,4.666666667,No,1,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,3,1,2,1,1,1,2,1,4,NA,5,5,4,2,3,NA,4,3,4,3.333333333,NA,4,3,4,5,4,4,3,4,4,3.888888889,5,3,NA,4,3,4,4,4,5,5,5,4,4.333333333,3.5,Trustful,4,5,2,4,3,3.75,1,4,5,4,2,2,3,3,2,5,5,2,5,3,3.5,3.5,3.222222222,3.142857143,3.833333333,2,4,1,5,4,2,3,5,3,3,1,5,2,3.333333333,3.2,4,4_Convervative,4,4,2,1,1,1,3,2,2,1,2,1,2.833333333,1.166666667,Bachelor's degree,5,Public
2/5/21 11:42,2/5/21 11:54,R_2Pz2P1SPA1pJzFJ,Washington state (USA),No,Female,26,Caused mostly by human activities,Human,5,4,4,5,5,4.6,4,4,4,3,3,3,4,5,3,4,3.428571429,4.333333333,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,3,2,2,4,4,4,2.333333333,4,2,2,3,3,2,3,1,2,2,2,2.5,1.75,2,3,1,3,3,2,2,2,2,2,2.2,3,3,3,4,3,3,4,4,4,3,3,3.5,3.666666667,3.333333333,Trust coallition,3,4,3,2,3,3,3,4,2,2,4,4,3,3,3,4,4,4,3,3,3.375,3.375,3.555555556,3.571428571,3.333333333,4,2,3,3,4,2,3,4,4,2,3,3,2.333333333,2.333333333,3.6,2,2_Liberal,3,3,3,3,2,5,3,2,4,1,1,1,3,2.166666667,Master's degree,6,Public
2/5/21 11:22,2/5/21 11:32,R_WDwDXmPixNNn8wp,Washington state (USA),Yes,Male,47,Caused mostly by human activities,Human,5,5,4,5,5,4.8,5,3,4,4,4,4,5,5,4,5,4,5,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,1,2,2,3,3,1,1.666666667,2.333333333,4,3,3,3,3,3,2,3,3,4,3.166666667,3,4,4,4,5,5,4,3,4,4,3,4,4,1,3,2,4,3,4,5,4,5,3,4,4.666666667,2,Trust coallition,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,5,3,4,3,3,3.375,3.375,3.333333333,3.142857143,3.333333333,3.333333333,2.666666667,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2_Liberal,2,2,2,1,2,3,2,2,4,1,1,1,2.333333333,1.5,Some college but no degree,3,Public
2/5/21 11:01,2/5/21 11:18,R_3gN3aw2GCJHtCum,Washington state (USA),Yes,Female,73,Caused mostly by human activities,Human,1,5,5,1,5,3.4,3,3,4,NA,4,4,5,5,4,5,3.666666667,5,No,1,5,5_Strongly support,1,We need further research before being able to implement a Solid Carbon project.,1,2,1,4,4,3,1.333333333,3.666666667,5,5,5,3,5,4,3,5,4,5,4.5,4.25,3,4,4,3,3,2,2,3,3,3,3,3,3,3,4,2,1,5,3,2,3,5,2,3.666666667,3.333333333,Trust coallition,2,1,2,2,2,1.75,3,2,5,4,5,5,5,5,5,5,5,1,5,5,4.5,4.5,4.555555556,4.428571429,5,3.666666667,2.333333333,1,5,3,3,4,5,2,4,3,3,3.333333333,3.333333333,3.4,3,3_Neutral,3,3,3,1,1,5,3,2,1,2,1,1,2.5,1.833333333,High school diploma or equivalent including GED,2,Public
2/5/21 11:07,2/5/21 11:16,R_QhqxxjBjtXNxDe9,Washington state (USA),Yes,Female,28,Caused mostly by human activities,Human,5,5,4,5,5,4.8,4,3,3,1,4,2,5,5,3,5,2.857142857,5,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,2,1,3,3,1,1.333333333,2.333333333,1,2,4,1,3,5,1,4,2,3,2.666666667,2.5,4,5,5,5,5,5,5,4,2,3,4.3,4,2,4,2,2,2,5,4,3,5,4,2.5,4.666666667,2.666666667,Trust coallition,4,3,3,3,1,3.25,2,4,4,2,2,5,5,4,4,5,5,4,2,5,4.25,4.25,4,3.857142857,4.166666667,3.666666667,2.333333333,3,3,4,2,4,3,4,2,1,5,1.666666667,3,3.2,1,1_Very liberal,1,1,2,1,1,1,2,1,2,1,1,1,1.5,1,Bachelor's degree,5,Public
2/5/21 10:23,2/5/21 10:39,R_1DOwXhJev353CRV,Washington state (USA),No,Male,37,Caused equally by natural changes in the environment and human activities,Other,3,4,3,2,4,3.2,4,3,3,1,3,1,5,5,3,4,2.571428571,4.666666667,No,1,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,3,1,4,3,1,1.666666667,2.666666667,5,5,5,4,5,5,3,3,3,2,4.833333333,2.75,3,3,2,5,4,4,3,3,2,2,3.1,4,2,3,3,1,1,3,3,2,3,3,1.5,3,2.666666667,Not trustful,3,2,3,2,2,2.5,3,4,4,3,4,4,4,4,3,3,4,2,2,3,3.125,3.125,3.333333333,3.428571429,3.333333333,3.333333333,2.666666667,3,3,3,3,3,4,4,2,3,3,2.666666667,2.666666667,3.4,1,1_Very liberal,4,5,5,3,4,4,4,4,3,3,2,3,4.166666667,3.166666667,High school diploma or equivalent including GED,2,Public
2/5/21 9:35,2/5/21 9:55,R_3iKHgIUg2bdsKp6,Washington state (USA),Yes,Male,68,NA,NA,NA,NA,NA,2,2,2,3,NA,2,NA,3,3,NA,5,2,2,2.6,3.5,No,1,2,2_Oppose,0,A Solid Carbon project should be avoided because there are too many unknowns,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,NA,3,NA,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,3,2.5,2,2,Not trustful,3,3,NA,2,2,2.666666667,3,4,3,4,5,4,4,4,4,4,4,4,3,4,3.875,3.875,4,4,3.833333333,4.333333333,1.666666667,2,4,2,4,3,4,2,4,2,4,3.333333333,4,2.6,4,4_Convervative,4,4,4,4,3,4,4,2,4,3,3,4,3.666666667,3.5,Some college but no degree,3,Public
2/5/21 8:15,2/5/21 8:39,R_74fNzzjQp8mfl85,Washington state (USA),No,Female,51,Caused equally by natural changes in the environment and human activities,Other,4,4,2,3,4,3.4,5,5,5,3,4,3,5,5,4,5,4.142857143,5,No,1,4,4_Support,1,"Other, please specify:",1,1,2,2,1,1,1.333333333,1.333333333,3,2,3,3,3,4,4,1,3,1,3,2.25,5,5,2,5,5,5,5,2,1,5,4,4,3,3,3,4,4,3,4,4,3,4,4,3.333333333,3,Trustful,3,4,3,4,3,3.5,3,4,4,4,4,4,4,3,3,4,3,5,4,4,3.75,3.75,3.777777778,3.857142857,3.5,4.333333333,1.666666667,3,3,4,2,4,4,4,2,3,3,2.333333333,2.333333333,3.8,3,3_Neutral,4,4,3,1,1,3,4,4,3,2,2,2,3.666666667,1.833333333,Master's degree,6,Public
2/5/21 7:48,2/5/21 7:57,R_4UcFGjGNm5eTnmV,Washington state (USA),Yes,Male,25,Caused equally by natural changes in the environment and human activities,Other,4,4,1,4,2,3,5,1,1,4,1,4,5,2,4,4,2.857142857,3.666666667,No,1,2,2_Oppose,0,We need further research before being able to implement a Solid Carbon project.,1,2,2,4,5,5,1.666666667,4.666666667,5,5,5,3,5,5,1,1,2,1,4.666666667,1.25,4,2,1,4,3,1,2,3,4,5,2.9,2,3,2,2,2,1,1,2,1,3,4,1.5,2,2.333333333,Not trustful,1,1,2,2,1,1.5,4,5,5,4,4,4,4,2,1,4,5,3,4,2,3.125,3.125,3.444444444,3.714285714,3.333333333,3.666666667,2.333333333,2,4,4,2,4,4,5,1,2,4,1.666666667,2.333333333,3.8,5,5_Very conservative,4,5,4,5,4,5,4,4,4,2,2,2,4.166666667,3.333333333,Bachelor's degree,5,Public
2/5/21 7:14,2/5/21 7:26,R_2cbI4Ag5J1Pei6a,Washington state (USA),Yes,Female,51,"Not caused by natural or human activities, because climate change isn’t happening",Other,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1.285714286,2.666666667,No,1,1,1_Strongly oppose,0,A Solid Carbon project should be avoided because there are too many unknowns,5,5,5,5,5,5,5,5,1,1,2,2,NA,1,NA,NA,1,5,1.4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,3,1,1,3,1,1,3.5,1,1.666666667,Not trustful,1,5,5,1,1,3,5,4,1,5,5,3,5,1,3,2,2,3,1,3,2.5,2.5,2.777777778,2.857142857,2.333333333,3.666666667,2.333333333,1,5,5,1,1,1,5,1,5,1,2.333333333,1,3.4,4,4_Convervative,5,5,5,5,1,5,5,1,2,5,5,5,3.833333333,4.333333333,Bachelor's degree,5,Public
2/5/21 7:02,2/5/21 7:23,R_3gSqlm5dXyP3boa,Washington state (USA),Yes,Male,66,Caused mostly by human activities,Human,3,4,1,2,5,3,4,2,2,1,3,4,2,4,3,2,2.714285714,2.666666667,No,1,3,3_Neither oppose nor support,0,A Solid Carbon project should be avoided because there are too many unknowns,3,4,4,5,4,4,3.666666667,4.333333333,5,5,5,5,5,5,4,3,4,2,5,3.25,1,1,1,1,2,1,2,1,2,2,1.4,1,2,2,1,2,1,1,1,1,1,3,1.5,1,1.666666667,Not trustful,1,1,1,1,1,1,4,4,4,4,3,4,1,2,4,4,4,1,1,4,2.625,2.625,2.666666667,2.285714286,2.666666667,2.666666667,3.333333333,2,4,3,3,2,4,4,2,4,2,3,2.333333333,3.4,5,5_Very conservative,5,5,5,5,5,5,5,5,5,4,5,2,5,4.333333333,High school diploma or equivalent including GED,2,Public
2/5/21 7:02,2/5/21 7:13,R_6tUULNd86hwBx73,Washington state (USA),Yes,Female,44,Caused equally by natural changes in the environment and human activities,Other,5,5,3,5,5,4.6,4,4,4,2,3,2,5,5,2,4,3,4.666666667,"Yes, but I don't really know what it is",2,4,4_Support,1,We need further research before being able to implement a Solid Carbon project.,1,1,1,3,1,1,1,1.666666667,3,3,3,3,3,4,2,2,2,2,3.166666667,2,3,3,3,4,4,4,4,3,4,3,3.5,4,2,3,3,2,4,3,4,4,4,4,3,3.666666667,2.666666667,Trust coallition,3,3,3,3,2,3,2,4,4,4,2,5,4,4,4,3,5,4,4,4,4,4,3.888888889,4,4,3.666666667,2.333333333,3,3,4,2,3,4,4,2,3,3,2.333333333,2.333333333,3.6,2,2_Liberal,3,3,3,1,1,1,3,2,3,1,1,1,2.833333333,1,Master's degree,6,Public
2/5/21 6:29,2/5/21 6:53,R_2ZHVJrdcJsFsfYZ,Washington state (USA),No,Female,24,Caused mostly by human activities,Human,5,4,4,4,5,4.4,4,3,3,2,3,2,5,5,3,5,2.857142857,5,No,1,5,5_Strongly support,1,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,3,3,5,5,3,4,4,3,4.666666667,3.5,Trustful,4,4,NA,2,1,3.333333333,NA,4,5,2,2,5,4,4,5,5,4,4,4,4,4.25,4.25,4.111111111,3.857142857,4.333333333,3.666666667,2.333333333,2,4,3,3,4,3,NA,NA,NA,NA,3,3,3.333333333,2,2_Liberal,2,1,4,1,NA,1,3,2,3,1,1,1,2.5,1,Bachelor's degree,5,Public
2/5/21 6:23,2/5/21 6:35,R_DujFGM7f9ZSUsKt,Washington state (USA),Yes,Female,75,Caused equally by natural changes in the environment and human activities,Other,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,1,5,1,5,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,NA,5,5,5,5,5,5,5,5,4,4,3,5,5,NA,5,5,5,4,5,5,4.666666667,4,Trustful,5,5,3,5,5,4.5,1,5,5,NA,5,1,5,5,5,5,5,4,5,5,4.875,4.875,4.444444444,4.285714286,5,3.333333333,2.666666667,2,4,5,1,5,4,4,2,NA,NA,1.5,1.5,4.5,1,1_Very liberal,1,1,NA,1,1,1,1,1,NA,1,1,1,1,1,High school diploma or equivalent including GED,2,Public
2/5/21 5:42,2/5/21 5:51,R_DNXHFdsDiCg4xAl,Washington state (USA),Yes,Male,38,Caused equally by natural changes in the environment and human activities,Other,3,4,3,2,3,3,3,4,3,3,4,3,4,5,4,2,3.428571429,3.666666667,No,1,3,3_Neither oppose nor support,0,We need further research before being able to implement a Solid Carbon project.,1,1,3,1,2,2,1.666666667,1.666666667,4,5,5,5,5,5,5,5,5,5,4.833333333,5,2,2,2,2,2,1,2,1,1,3,1.8,2,2,2,3,1,1,2,3,3,3,3,2,2.666666667,2.333333333,Not trustful,2,1,2,2,3,1.75,3,4,5,3,5,3,3,2,3,4,5,2,2,3,3,3,3.222222222,3.142857143,3.166666667,3.333333333,2.666666667,4,2,5,1,4,5,3,3,5,1,3,1.666666667,4.4,4,4_Convervative,5,5,5,4,5,5,5,4,5,3,5,4,4.833333333,4.333333333,"College, CEGEP and other non-university certificates or diplomas",4,Public
2/5/21 4:45,2/5/21 4:53,R_31boaqJbEAcYlo1,Washington state (USA),Yes,Female,33,Caused mostly by human activities,Human,5,5,5,5,5,5,5,3,3,3,2,3,5,5,1,5,2.857142857,5,"Yes, but I don't really know what it is",2,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,3,3,3,3,3,3,3,3,3,3,2,3,4,5,4,3,3,3,3.333333333,3.25,3,3,3,3,4,4,3,3,3,3,3.2,5,1,3,1,2,3,4,4,4,3,5,3,3.666666667,1.666666667,Trust coallition,3,3,1,3,1,2.5,2,3,3,2,4,3,3,2,2,1,2,4,2,2,2.25,2.25,2.555555556,2.857142857,2,3.666666667,2.333333333,2,4,2,4,3,4,3,3,2,4,3,3.666666667,2.8,1,1_Very liberal,3,1,5,1,1,1,5,5,3,1,1,1,3.666666667,1,Bachelor's degree,5,Public
2/5/21 4:20,2/5/21 4:41,R_2v7x9Ia8ObRrXIs,Washington state (USA),No,Female,58,Caused equally by natural changes in the environment and human activities,Other,5,1,1,5,1,2.6,4,3,3,4,3,1,1,1,3,1,3,1,No,1,5,5_Strongly support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,1,3,1,4,4,3,1.666666667,3.666666667,NA,4,1,4,2,4,5,4,3,3,3,3.75,4,4,2,5,4,3,3,4,3,3,3.5,5,5,3,5,3,5,5,3,3,4,4,3,4,4.333333333,Trustful,3,1,NA,3,5,2.333333333,3,5,3,3,3,3,5,5,3,5,5,3,3,5,4.25,4.25,3.888888889,3.857142857,4.333333333,3,3,1,5,4,2,3,3,3,3,1,5,2,3.333333333,2.8,4,4_Convervative,4,5,1,5,5,3,3,3,2,1,1,1,3,2.666666667,High school diploma or equivalent including GED,2,Public
2/5/21 2:55,2/5/21 3:51,R_1Nh5jnwQQ0ER50h,Washington state (USA),Yes,NA,50,Caused mostly by natural changes in the environment,Other,4,4,4,4,3,3.8,3,1,2,1,3,1,5,5,3,3,2,4.333333333,No,1,1,1_Strongly oppose,0,A Solid Carbon project should be avoided because there are too many unknowns,1,4,2,5,5,4,2.333333333,4.666666667,5,5,5,5,5,5,5,3,5,3,5,4,1,1,1,1,1,1,1,1,5,3,1.6,NA,1,3,1,1,3,1,2,1,2,5,1,1.666666667,1.666666667,Not trustful,1,2,NA,2,1,1.666666667,NA,4,5,4,5,5,4,5,4,4,3,5,3,2,3.75,3.75,4.222222222,4.285714286,3.833333333,5,1,2,4,2,4,4,1,3,3,1,5,2.666666667,4,2.2,3,3_Neutral,5,5,5,1,2,4,5,5,5,1,1,2,5,1.833333333,Less than high school degree,1,Public
2/5/21 3:21,2/5/21 3:43,R_aWZsLF0IqzjdERj,Washington state (USA),Yes,Female,51,Caused equally by natural changes in the environment and human activities,Other,4,4,4,4,2,3.6,1,1,1,2,5,NA,4,4,2,4,2,4,No,1,4,4_Support,1,A Solid Carbon project should be implemented right now with ongoing research and monitoring.,2,2,2,3,2,2,2,2.333333333,2,3,5,5,2,4,4,3,1,3,3.5,2.75,2,3,3,2,2,3,4,4,4,2,2.9,4,2,4,2,4,1,2,3,1,3,3,2.5,2.666666667,2.666666667,Not trustful,4,3,3,4,2,3.5,2,1,5,4,4,4,4,4,4,5,4,2,2,4,3.625,3.625,3.666666667,3.428571429,3.833333333,3.333333333,2.666666667,2,4,3,3,4,2,2,4,4,2,3.666666667,3,3,2,2_Liberal,4,4,2,2,3,4,5,2,4,2,2,2,3.5,2.5,High school diploma or equivalent including GED,2,Public
2/5/21 0:46,2/5/21 3:41,R_3PHqdK0dTFNhol8,Washington state (USA),Yes,Male,36,Caused mostly by human activities,Human,5,5,1,5,5,4.2,3,3,3,NA,3,3,5,5,2,4,2.833333333,4.666666667,No,1,3,3_Neither oppose nor support,0,"Other, please specify:",3,2,1,3,3,3,2,3,5,5,5,5,5,4,3,4,3,5,4.833333333,3.75,5,4,5,5,5,5,5,5,5,5,4.9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Trust coallition,3,3,3,3,3,3,1,2,2,4,4,5,3,4,4,4,4,4,3,4,3.75,3.75,3.888888889,3.857142857,3.666666667,4.333333333,1.666666667,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3_Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Some college but no degree,3,Public
